DOPLogNumber,Project,GearType,Year,Month,Date,Station,Region,SerialNumber,Species,Time,Depth,TempSurf,CondSurf,PPTSurf,TempBott,CondBott,PPTBott,Secchi,Turbidity,TotalBodyWeight,GutContents,ForkLength,TotalGutContentWeight,TotalNumberOfPrey,TotalPreyWeight,GutFullness,FullnessRank,DigestionRank,Acanthocyclops spp,Acartiella copepodid,Acartiella sinensis,Barnacle nauplii,Bosmina spp,Calanoid copepodid,Ceriodaphnia spp,Chironomid larvae,Clams,Copepod nauplii,Corophium type,Crab zoea,Cumaceans,Cyclopoid copepodid,Daphnia spp,Diaphanosoma spp,Diaptomus copepodid,Eurytemora copepodid,Eurytemora spp,Gammarus type,Harpacticoids,Hyperacanthomysis longirostris,Isopods,Limnoithona copepodid,Limnoithona spp,Nippoleucon hinumensis,Oithona davisae,Ostracods,Other cladocera,Other cyclopoid,Other malacostraca,Other rotifer,Other zooplankton,Palaemon,Pseudodiaptomus copepodid,Pseudodiaptomus forbesi,Pseudodiaptomus marinus,Pseudodiaptomus nauplii,Pseudodiaptomus spp,Sinocalanus copepodid,Sinocalanus nauplii,Sinocalanus spp,Terrestrial invertebrates,Tortanus copepodid,Tortanus dextrilobatus,Tridentiger spp,Unid amphipod,Unid calanoid,Unid cladocera,Unid copepod,Unid cyclopoid,Unid fish,Unid mysids
0240,EDSM,KT,2018,9,10-Sep-18,19-07-LSSC02,Sac DW Ship Channel,0113,Delta Smelt,11:31,10.20,21.5,406,0.18,,,,33,32.1,0.7458,Y,48,0.0064,128,0.0064200726,0.860830325,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,8,22,0,1,0,10,0,60,0,0,0,0,0,3,0,0,0,0,0
0241,EDSM,KT,2018,9,10-Sep-18,19-07-LSSC02,Sac DW Ship Channel,0114,Delta Smelt,11:31,10.20,21.5,406,0.18,,,,33,32.1,0.6154,Y,45,0.0007,72,0.0023827177,0.387181946,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,18,16,0,1,0,5,0,11,0,0,0,0,0,1,0,0,0,0,0
0242,EDSM,KT,2018,9,10-Sep-18,19-07-LSSC02,Sac DW Ship Channel,0115,Delta Smelt,11:31,10.20,21.5,406,0.18,,,,33,32.1,0.3785,Y,40,0.0046,407,0.0048142000,1.271915456,3,3,0,0,0,0,0,1,0,0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,326,0,0,0,0,2,0,0,0,0,1,12,0,12,0,0,0,21,0,0,0,0,0,20,0,4,0,0,0
0243,EDSM,KT,2018,9,10-Sep-18,19-07-LSSC02,Sac DW Ship Channel,0116,Delta Smelt,11:31,10.20,21.5,406,0.18,,,,33,32.1,0.4448,Y,51,0.0042,67,0.0023991726,0.539382321,2,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,1,1,0,4,6,0,0,0,0,2,0,0,0,0,5,8,0,7,0,1,0,20,0,0,0,0,0,0,1,3,0,0,0
0245,EDSM,KT,2019,8,21-Aug-19,20-04-HB01,Suisun Bay,0296,Delta Smelt,11:55,3.60,22.5,3163,1.63,,,,42,34.4,1.2024,Y,56,0.0109,169,0.0108213453,0.899978818,3,3,0,0,67,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0246,EDSM,KT,2019,8,16-Aug-19,20-03-LSSC02,Sac DW Ship Channel,0472,Delta Smelt,9:01,,,,,,,,,,0.6561,N,50,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0247,EDSM,KT,2019,8,19-Aug-19,20-04-LSSC02,Sac DW Ship Channel,0574,Delta Smelt,8:05,4.60,23.4,518,0.23,,,,57,20.2,0.6755,Y,51,0.0095,60,0.0008411000,0.124515174,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0248,EDSM,KT,2019,8,16-Aug-19,20-03-LSSC02,Sac DW Ship Channel,0468,Delta Smelt,8:43,11.30,24.8,584,0.27,,,,48,25.6,0.7257,N,51,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0249,EDSM,KT,2019,8,16-Aug-19,20-03-LSSC02,Sac DW Ship Channel,0473,Delta Smelt,9:01,,,,,,,,,,0.5997,Y,47,0.0036,1,0.0011780351,0.196437394,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0250,EDSM,KT,2019,8,16-Aug-19,20-03-LSSC02,Sac DW Ship Channel,0471,Delta Smelt,8:43,11.30,24.8,584,0.27,,,,48,25.6,0.4112,Y,40,0.0018,54,0.0004575000,0.111259728,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,38,0,0,0,0,0,0,0,0,0,3,1,0,5,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
0251,EDSM,KT,2019,8,13-Aug-19,20-03-HB01,Suisun Bay,0337,Delta Smelt,10:03,11.50,22.6,1523,0.74,,,,42,26.4,0.7523,Y,49.5,0.0048,10,0.0005898000,0.078399575,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0252,EDSM,KT,2019,8,16-Aug-19,20-03-SM06,Suisun Marsh,0338,Delta Smelt,12:26,5.00,26.0,8781,4.88,,,,33,32.1,0.9687,Y,49,0.0114,3,0.0000510000,0.005264788,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0253,EDSM,KT,2019,7,25-Jul-19,19-52-LSSC02,Sac DW Ship Channel,0464,Delta Smelt,9:31,9.90,24.6,787,0.37,,,,49,18.2,0.4978,Y,45,0.0044,4,0.0006791000,0.136420249,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0254,EDSM,KT,2019,8,16-Aug-19,20-03-LSSC02,Sac DW Ship Channel,0470,Delta Smelt,8:43,11.30,24.8,584,0.27,,,,48,25.6,0.6792,Y,49,0.0041,1,0.0004940000,0.072732627,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0255,EDSM,KT,2019,8,16-Aug-19,20-03-LSSC02,Sac DW Ship Channel,0469,Delta Smelt,8:43,11.30,24.8,584,0.27,,,,48,25.6,0.7406,Y,48,0.0106,7,0.0000789000,0.010653524,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0256,EDSM,KT,2019,8,06-Aug-19,20-02-SM03,Suisun Marsh,0336,Delta Smelt,11:55,3.00,23.5,11234,6.37,,,,29,73.1,1.2265,Y,58,0.0094,138,0.0013998685,0.114135223,3,1,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2,127,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0257,EDSM,KT,2019,8,08-Aug-19,20-02-LSSC02,Sac DW Ship Channel,0573,Delta Smelt,11:10,9.80,23.4,312,0.14,,,,60,20.6,0.9274,Y,52,0.0029,38,0.0014306000,0.154259219,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,11,13,0,2,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0
0258,EDSM,KT,2019,7,30-Jul-19,19-53-LSSC04,Sac DW Ship Channel,0571,Delta Smelt,11:39,7.50,23.8,210,0.09,,,,71,57.9,0.6183,Y,46,0.0060,157,0.0052787000,0.853744137,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,27,52,0,2,0,0,0,0,0,0,0,0,0,64,0,8,0,0,0
0259,EDSM,KT,2019,7,30-Jul-19,19-53-SBM03,Suisun Bay,0334,Delta Smelt,8:57,7.20,21.7,10608,5.98,,,,54,46.3,0.6255,Y,47,0.0055,126,0.0035557000,0.568457234,3,2,0,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,27,0,0
0260,EDSM,KT,2019,7,29-Jul-19,19-53-LSSC02,Sac DW Ship Channel,0568,Delta Smelt,10:50,10.10,24.4,706,0.33,,,,48,23.8,0.3390,Y,40,0.0032,876,0.0089839000,2.650117994,4,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,17,0,0,0,0,0,0,0,3,736,0,0,0,0,1,0,0,0,0,2,3,0,0,0,11,1,33,0,0,0,0,0,22,6,17,17,0,0
0261,EDSM,KT,2019,7,05-Jul-19,19-49-SBM02,Suisun Bay,0194,Delta Smelt,9:28,14.80,20.7,4930,2.62,,,,29,47.1,0.4510,Y,39,0.0049,34,0.0017889000,0.396651885,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0262,EDSM,KT,2019,7,15-Jul-19,19-51-HB01,Suisun Bay,0195,Delta Smelt,9:25,,,,,,,,,,1.1904,Y,55,0.0032,4,0.0003287000,0.027612567,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0263,EDSM,KT,2019,7,15-Jul-19,19-51-SBM01,Suisun Bay,0196,Delta Smelt,12:29,3.80,22.0,5875,3.17,,,,39,49.2,0.3510,Y,37,0.0025,8,0.0001515000,0.043162393,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0264,EDSM,KT,2019,7,17-Jul-19,19-51-LSR02,Lower Sacramento,0197,Delta Smelt,10:29,4.20,22.3,181,0.08,,,,33,79.0,1.2546,Y,53,0.0197,345,0.0189405000,1.509684362,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0265,EDSM,KT,2019,7,17-Jul-19,19-51-LSR02,Lower Sacramento,0198,Delta Smelt,10:29,4.20,22.3,181,0.08,,,,33,79.0,0.3787,Y,36,0.0062,107,0.0058576000,1.54676525,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0266,EDSM,KT,2019,7,17-Jul-19,19-51-LSR03,Lower Sacramento,0199,Delta Smelt,11:44,8.90,22.9,125,0.05,,,,74,46.4,1.1886,Y,54,0.0090,16,0.0008784000,0.07390207,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0267,EDSM,KT,2019,7,24-Jul-19,19-52-LSR01,Lower Sacramento,0200,Delta Smelt,7:58,6.40,22.4,857,0.40,,,,44,66.0,0.4851,Y,41,0.0026,7,0.0004758000,0.09808287,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0268,EDSM,KT,2019,7,03-Jul-19,19-49-SM01,Suisun Marsh,0327,Delta Smelt,13:37,5.00,21.8,928,0.44,,,,30,49.8,0.4233,Y,38.5,0.0041,55,0.0025015000,0.590952043,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0270,EDSM,KT,2019,7,09-Jul-19,19-50-SM03,Suisun Marsh,0329,Delta Smelt,13:33,5.40,22.6,3883,2.03,,,,18,75.5,0.3017,Y,35,0.0031,32,0.0015243000,0.50523699,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0271,EDSM,KT,2019,7,10-Jul-19,19-50-SBM01,Suisun Bay,0330,Delta Smelt,11:39,9.50,20.8,6663,3.63,,,,20,56.3,1.0577,Y,52,0.0126,152,0.0128993000,1.219561312,3,2,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,23,59,0,0,0,0,0,1,0,0,32,0,0,0,0,0,0,0,0
0272,EDSM,KT,2019,7,16-Jul-19,19-51-SBW02,Suisun Bay,0331,Delta Smelt,9:30,6.30,21.2,10833,6.12,,,,20,188.0,0.3761,N,42,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0273,EDSM,KT,2019,7,30-Jul-19,19-53-SBW01,Suisun Bay,0332,Delta Smelt,7:52,4.40,21.1,15295,8.89,,,,17,252.0,0.6525,N,46,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0274,EDSM,KT,2019,7,30-Jul-19,19-53-SBM03,Suisun Bay,0333,Delta Smelt,8:57,7.20,21.7,10608,5.98,,,,54,46.3,1.2054,Y,51.5,0.0061,29,0.0019742000,0.163779658,1,2,0,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0275,EDSM,KT,2019,7,31-Jul-19,19-53-GB01,Suisun Marsh,0335,Delta Smelt,11:56,2.40,21.8,12401,7.08,,,,35,37.8,0.6987,Y,46,0.0100,94,0.0025531000,0.365407185,3,1,0,25,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,45,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0276,EDSM,KT,2019,7,03-Jul-19,19-49-LSSC03,Sac DW Ship Channel,0417,Delta Smelt,7:46,10.00,23.1,835,0.39,,,,69,28.0,0.3825,Y,38,0.0020,7,0.0004298000,0.112366013,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
0277,EDSM,KT,2019,7,03-Jul-19,19-49-LSSC03,Sac DW Ship Channel,0418,Delta Smelt,8:17,10.00,23.2,849,0.40,,,,67,26.4,0.3949,Y,39,0.0022,4,0.0001132000,0.028665485,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0278,EDSM,KT,2019,7,03-Jul-19,19-49-LSSC01,Sac DW Ship Channel,0419,Delta Smelt,9:34,10.20,22.5,566,0.26,,,,57,36.5,0.8647,Y,50,0.0038,6,0.0002567000,0.029686597,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0279,EDSM,KT,2019,7,03-Jul-19,19-49-LSSC01,Sac DW Ship Channel,0420,Delta Smelt,9:34,10.20,22.5,566,0.26,,,,57,36.5,0.7210,N,49,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0280,EDSM,KT,2019,7,03-Jul-19,19-49-LSSC01,Sac DW Ship Channel,0421,Delta Smelt,9:34,10.20,22.5,566,0.26,,,,57,36.5,0.5255,N,49,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0281,EDSM,KT,2019,7,03-Jul-19,19-49-LSSC01,Sac DW Ship Channel,0422,Delta Smelt,9:50,10.30,22.4,576,0.26,,,,49,37.7,0.8830,Y,48,0.0204,13,0.0120917605,1.369395306,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0282,EDSM,KT,2019,7,03-Jul-19,19-49-LSSC01,Sac DW Ship Channel,0423,Delta Smelt,9:50,10.30,22.4,576,0.26,,,,49,37.7,0.7005,Y,48,0.0033,2,0.0000686000,0.009793005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0283,EDSM,KT,2019,7,03-Jul-19,19-49-LSSC01,Sac DW Ship Channel,0424,Delta Smelt,9:50,10.30,22.4,576,0.26,,,,49,37.7,0.7653,N,47,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0284,EDSM,KT,2019,7,03-Jul-19,19-49-LSSC01,Sac DW Ship Channel,0425,Delta Smelt,9:50,10.30,22.4,576,0.26,,,,49,37.7,0.5394,N,42.5,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0285,EDSM,KT,2019,7,03-Jul-19,19-49-LSSC01,Sac DW Ship Channel,0426,Delta Smelt,9:50,10.30,22.4,576,0.26,,,,49,37.7,0.5540,N,44.5,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0286,EDSM,KT,2019,7,03-Jul-19,19-49-LSSC01,Sac DW Ship Channel,0427,Delta Smelt,9:50,10.30,22.4,576,0.26,,,,49,37.7,0.6525,Y,47,0.0003,2,0.0000605000,0.009272031,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0287,EDSM,KT,2019,7,03-Jul-19,19-49-LSSC01,Sac DW Ship Channel,0428,Delta Smelt,9:50,10.30,22.4,576,0.26,,,,49,37.7,0.8635,Y,49,,1,0.0000324795,0.003761382,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0288,EDSM,KT,2019,7,03-Jul-19,19-49-LSSC01,Sac DW Ship Channel,0429,Delta Smelt,9:50,10.30,22.4,576,0.26,,,,49,37.7,0.9653,Y,50,0.0112,1,0.0302093170,3.12952626,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0289,EDSM,KT,2019,7,03-Jul-19,19-49-LSSC01,Sac DW Ship Channel,0430,Delta Smelt,9:50,10.30,22.4,576,0.26,,,,49,37.7,1.2029,Y,54,0.0043,1,0.0000549000,0.00456397,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0290,EDSM,KT,2019,7,03-Jul-19,19-49-LSSC01,Sac DW Ship Channel,0431,Delta Smelt,9:50,10.30,22.4,576,0.26,,,,49,37.7,0.5273,N,46,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0291,EDSM,KT,2019,7,03-Jul-19,19-49-LSSC01,Sac DW Ship Channel,0432,Delta Smelt,9:50,10.30,22.4,576,0.26,,,,49,37.7,0.5401,Y,42,0.0018,7,0.0004528000,0.083836327,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
0292,EDSM,KT,2019,7,03-Jul-19,19-49-LSSC01,Sac DW Ship Channel,0433,Delta Smelt,9:50,10.30,22.4,576,0.26,,,,49,37.7,0.4803,Y,43,0.0026,6,0.0008317000,0.173162607,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
0293,EDSM,KT,2019,7,03-Jul-19,19-49-LSSC01,Sac DW Ship Channel,0434,Delta Smelt,9:50,10.30,22.4,576,0.26,,,,49,37.7,0.7312,N,46.5,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0294,EDSM,KT,2019,7,03-Jul-19,19-49-LSSC01,Sac DW Ship Channel,0435,Delta Smelt,9:50,10.30,22.4,576,0.26,,,,49,37.7,0.7370,N,47,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0295,EDSM,KT,2019,7,03-Jul-19,19-49-LSSC01,Sac DW Ship Channel,0436,Delta Smelt,9:50,10.30,22.4,576,0.26,,,,49,37.7,0.7117,Y,46,0.0081,13,0.0051538625,0.72416222,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0296,EDSM,KT,2019,7,03-Jul-19,19-49-LSSC01,Sac DW Ship Channel,0437,Delta Smelt,9:50,10.30,22.4,576,0.26,,,,49,37.7,0.3673,N,37,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0297,EDSM,KT,2019,7,03-Jul-19,19-49-LSSC01,Sac DW Ship Channel,0440,Delta Smelt,9:50,10.30,22.4,576,0.26,,,,49,37.7,0.4457,N,41,0.0004,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0298,EDSM,KT,2019,7,03-Jul-19,19-49-LSSC01,Sac DW Ship Channel,0441,Delta Smelt,9:50,10.30,22.4,576,0.26,,,,49,37.7,0.4509,Y,44,0.0020,5,0.0003219000,0.071390552,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
0299,EDSM,KT,2019,7,03-Jul-19,19-49-LSSC01,Sac DW Ship Channel,0442,Delta Smelt,9:50,10.30,22.4,576,0.26,,,,49,37.7,0.6806,N,44,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0300,EDSM,KT,2019,7,03-Jul-19,19-49-LSSC01,Sac DW Ship Channel,0443,Delta Smelt,9:50,10.30,22.4,576,0.26,,,,49,37.7,1.1229,N,51,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0301,EDSM,KT,2019,7,03-Jul-19,19-49-LSSC01,Sac DW Ship Channel,0444,Delta Smelt,9:50,10.30,22.4,576,0.26,,,,49,37.7,0.5954,Y,42,0.0040,1,0.0000549000,0.009220692,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0302,EDSM,KT,2019,7,03-Jul-19,19-49-LSSC01,Sac DW Ship Channel,0445,Delta Smelt,9:50,10.30,22.4,576,0.26,,,,49,37.7,0.4718,N,42,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
