DOPLogNumber,Project,SurveyDate,Station,Species,SerialNumber,PreyType,PreyLengthSpecies,PreyLength,Estimate,PreyWeight
0059,EDSM,10-Oct-17,18-11-LSR02,Delta Smelt,0059,Gammarus type,Gammarus spp.,3.6,,0.00059
0059,EDSM,10-Oct-17,18-11-LSR02,Delta Smelt,0059,Gammarus type,Gammarus spp.,2.9,,
0067,EDSM,16-Aug-17,18-03-HB01,Delta Smelt,0157,Hyperacanthomysis longirostris,,1,ED,
0067,EDSM,16-Aug-17,18-03-HB01,Delta Smelt,0157,Corophium type,juvenile Corophium,1,,
0069,EDSM,22-Aug-17,18-04-SBM05,Delta Smelt,0159,Corophium type,A. spinicorne,2.6,,
0069,EDSM,22-Aug-17,18-04-SBM05,Delta Smelt,0159,Corophium type,juvenile Corophium,1.1,,
0069,EDSM,22-Aug-17,18-04-SBM05,Delta Smelt,0159,Corophium type,juvenile Corophium,1.1,,
0069,EDSM,22-Aug-17,18-04-SBM05,Delta Smelt,0159,Corophium type,juvenile Corophium,1.3,,
0069,EDSM,22-Aug-17,18-04-SBM05,Delta Smelt,0159,Corophium type,juvenile Corophium,1.3,,
0070,EDSM,22-Aug-17,18-04-SBM05,Delta Smelt,0160,Corophium type,juvenile Corophium,1.2,,
0071,EDSM,22-Aug-17,18-04-SBM05,Delta Smelt,0161,Corophium type,juvenile Corophium,1.2,G,
0071,EDSM,22-Aug-17,18-04-SBM05,Delta Smelt,0161,Corophium type,Unid Corophium type,1.2,G,
0071,EDSM,22-Aug-17,18-04-SBM05,Delta Smelt,0161,Corophium type,juvenile Corophium,1.2,,
0072,EDSM,22-Aug-17,18-04-SBM05,Delta Smelt,0162,Corophium type,juvenile Corophium,1.2,S,
0072,EDSM,22-Aug-17,18-04-SBM05,Delta Smelt,0162,Corophium type,juvenile Corophium,1.2,S,
0075,EDSM,30-Aug-17,18-05-SBM02,Delta Smelt,0165,Corophium type,juvenile Corophium,1,,
0075,EDSM,30-Aug-17,18-05-SBM02,Delta Smelt,0165,Corophium type,juvenile Corophium,0.9,,
0083,EDSM,20-Sep-17,18-08-SBM01,Delta Smelt,0173,Corophium type,A. spinicorne,2.3,,0.00029
0087,EDSM,17-Oct-17,18-12-SM01,Delta Smelt,0177,Hyperacanthomysis longirostris,,1.7,,
0087,EDSM,17-Oct-17,18-12-SM01,Delta Smelt,0177,Hyperacanthomysis longirostris,,1.4,,
0087,EDSM,17-Oct-17,18-12-SM01,Delta Smelt,0177,Hyperacanthomysis longirostris,,1.6,,
0090,EDSM,20-Nov-17,18-17-LSR01,Delta Smelt,0063,Corophium type,juvenile Corophium,0.8,,
0092,EDSM,30-Oct-17,18-14-SM01,Delta Smelt,0179,Hyperacanthomysis longirostris,,1.5,,
0095,EDSM,28-Nov-17,18-18-SBM02,Delta Smelt,0182,Gammarus type,juvenile Gammarus,1.2,,
0097,EDSM,05-Jul-18,18-49-LSSC03,Delta Smelt,0064,Hyperacanthomysis longirostris,,1.5,,
0097,EDSM,05-Jul-18,18-49-LSSC03,Delta Smelt,0064,Hyperacanthomysis longirostris,,1.5,,
0097,EDSM,05-Jul-18,18-49-LSSC03,Delta Smelt,0064,Hyperacanthomysis longirostris,,1.5,,
0097,EDSM,05-Jul-18,18-49-LSSC03,Delta Smelt,0064,Hyperacanthomysis longirostris,,1.5,,
0097,EDSM,05-Jul-18,18-49-LSSC03,Delta Smelt,0064,Hyperacanthomysis longirostris,,1.5,,
0097,EDSM,05-Jul-18,18-49-LSSC03,Delta Smelt,0064,Hyperacanthomysis longirostris,,1.5,,
0097,EDSM,05-Jul-18,18-49-LSSC03,Delta Smelt,0064,Hyperacanthomysis longirostris,,1.5,,
0097,EDSM,05-Jul-18,18-49-LSSC03,Delta Smelt,0064,Hyperacanthomysis longirostris,,1.5,,
0097,EDSM,05-Jul-18,18-49-LSSC03,Delta Smelt,0064,Hyperacanthomysis longirostris,,1.5,,
0097,EDSM,05-Jul-18,18-49-LSSC03,Delta Smelt,0064,Hyperacanthomysis longirostris,,1.5,,
0097,EDSM,05-Jul-18,18-49-LSSC03,Delta Smelt,0064,Hyperacanthomysis longirostris,,1.5,,
0098,EDSM,05-Jul-18,18-49-LSSC03,Delta Smelt,0065,Hyperacanthomysis longirostris,,1.8,,
0099,EDSM,05-Jul-18,18-49-LSSC03,Delta Smelt,0066,Hyperacanthomysis longirostris,,1.3,,
0102,EDSM,18-Jul-18,18-51-LSSC01,Delta Smelt,0069,Hyperacanthomysis longirostris,,1.5,,
0103,EDSM,19-Jul-18,18-51-LSSC04,Delta Smelt,0070,Hyperacanthomysis longirostris,,1.5,U,
0103,EDSM,19-Jul-18,18-51-LSSC04,Delta Smelt,0070,Hyperacanthomysis longirostris,,1.5,U,
0103,EDSM,19-Jul-18,18-51-LSSC04,Delta Smelt,0070,Hyperacanthomysis longirostris,,1.5,U,
0103,EDSM,19-Jul-18,18-51-LSSC04,Delta Smelt,0070,Hyperacanthomysis longirostris,,1.5,U,
0104,EDSM,23-Jul-18,18-52-LSSC02,Delta Smelt,0071,Hyperacanthomysis longirostris,,1.5,,
0107,EDSM,24-Jul-18,18-52-LSSC03,Delta Smelt,0074,Unid Amphipod,,1.8,Y,
0107,EDSM,24-Jul-18,18-52-LSSC03,Delta Smelt,0074,Hyperacanthomysis longirostris,,1.5,S,
0107,EDSM,24-Jul-18,18-52-LSSC03,Delta Smelt,0074,Hyperacanthomysis longirostris,,1.5,S,
0114,EDSM,08-Aug-18,19-02-LSSC02,Delta Smelt,0081,Hyperacanthomysis longirostris,,1,ED,
0115,EDSM,08-Aug-18,19-02-LSSC02,Delta Smelt,0082,Hyperacanthomysis longirostris,,5.7,,
0120,EDSM,14-Aug-18,19-03-LSSC01,Delta Smelt,0087,Hyperacanthomysis longirostris,,5.7,M,
0129,EDSM,27-Aug-18,19-05-LSSC05,Delta Smelt,0096,Unid Mysids,,2,,
0129,EDSM,27-Aug-18,19-05-LSSC05,Delta Smelt,0096,Unid Mysids,,1.5,U,
0129,EDSM,27-Aug-18,19-05-LSSC05,Delta Smelt,0096,Hyperacanthomysis longirostris,,1,G,
0129,EDSM,27-Aug-18,19-05-LSSC05,Delta Smelt,0096,Hyperacanthomysis longirostris,,1,G,
0129,EDSM,27-Aug-18,19-05-LSSC05,Delta Smelt,0096,Hyperacanthomysis longirostris,,1,,
0130,EDSM,27-Aug-18,19-05-LSSC05,Delta Smelt,0097,Unid Mysids,,1.5,,
0133,EDSM,09-Jul-18,18-50-LSSC01,Delta Smelt,0150,Unid Mysids,,1.5,S,
0138,EDSM,21-Aug-18,19-04-GB01,Delta Smelt,0188,Unid Mysids,,2,M,
0138,EDSM,21-Aug-18,19-04-GB01,Delta Smelt,0188,Hyperacanthomysis longirostris,,1,M,
0143,EDSM,02-Jul-18,18-49-CF01,Delta Smelt,0299,Hyperacanthomysis longirostris,,1,ED,
0143,EDSM,02-Jul-18,18-49-CF01,Delta Smelt,0299,Hyperacanthomysis longirostris,,1,G,
0145,EDSM,13-Aug-18,19-03-LSR01,Delta Smelt,0301,Isopods,,2.5,,0.00041
0145,EDSM,13-Aug-18,19-03-LSR01,Delta Smelt,0301,Isopods,,2.1,,0.00034
0147,EDSM,22-Aug-18,19-04-LSR01,Delta Smelt,0303,Gammarus type,Hyalella sp.,1.8,,
0151,EDSM,10-Sep-18,19-07-LSSC02,Delta Smelt,0100,Hyperacanthomysis longirostris,,1.5,,
0151,EDSM,10-Sep-18,19-07-LSSC02,Delta Smelt,0100,Hyperacanthomysis longirostris,,1.5,,
0151,EDSM,10-Sep-18,19-07-LSSC02,Delta Smelt,0100,Hyperacanthomysis longirostris,,1.7,,
0151,EDSM,10-Sep-18,19-07-LSSC02,Delta Smelt,0100,Unid Mysids,,5.7,ED,
0151,EDSM,10-Sep-18,19-07-LSSC02,Delta Smelt,0100,Unid Mysids,,7.2,ED,
0151,EDSM,10-Sep-18,19-07-LSSC02,Delta Smelt,0100,Unid Mysids,,2.9,ED,
0152,EDSM,10-Sep-18,19-07-LSSC02,Delta Smelt,0101,Hyperacanthomysis longirostris,,1.5,,
0153,EDSM,10-Sep-18,19-07-LSSC02,Delta Smelt,0102,Hyperacanthomysis longirostris,,1.3,,
0153,EDSM,10-Sep-18,19-07-LSSC02,Delta Smelt,0102,Hyperacanthomysis longirostris,,1.3,,
0154,EDSM,10-Sep-18,19-07-LSSC02,Delta Smelt,0103,Unid Mysids,,1.3,S,
0154,EDSM,10-Sep-18,19-07-LSSC02,Delta Smelt,0103,Hyperacanthomysis longirostris,,1.3,S,
0155,EDSM,10-Sep-18,19-07-LSSC02,Delta Smelt,0104,Unid Mysids,,1.5,S,
0155,EDSM,10-Sep-18,19-07-LSSC02,Delta Smelt,0104,Hyperacanthomysis longirostris,,2.6,ED,
0155,EDSM,10-Sep-18,19-07-LSSC02,Delta Smelt,0104,Hyperacanthomysis longirostris,,1.5,,
0156,EDSM,10-Sep-18,19-07-LSSC02,Delta Smelt,0105,Unid Mysids,,1.6,S,
0157,EDSM,10-Sep-18,19-07-LSSC02,Delta Smelt,0106,Corophium type,A. stimpsoni,2.7,AL,
0157,EDSM,10-Sep-18,19-07-LSSC02,Delta Smelt,0106,Hyperacanthomysis longirostris,,1.5,S,
0157,EDSM,10-Sep-18,19-07-LSSC02,Delta Smelt,0106,Hyperacanthomysis longirostris,,1.5,S,
0158,EDSM,10-Sep-18,19-07-LSSC02,Delta Smelt,0107,Hyperacanthomysis longirostris,,4.1,ED,
0158,EDSM,10-Sep-18,19-07-LSSC02,Delta Smelt,0107,Unid Mysids,,7.2,ED,
0158,EDSM,10-Sep-18,19-07-LSSC02,Delta Smelt,0107,Hyperacanthomysis longirostris,,1,ED,
0158,EDSM,10-Sep-18,19-07-LSSC02,Delta Smelt,0107,Hyperacanthomysis longirostris,,4.1,ED,
0159,EDSM,10-Sep-18,19-07-LSSC02,Delta Smelt,0108,Unid Mysids,,2.9,,
0159,EDSM,10-Sep-18,19-07-LSSC02,Delta Smelt,0108,Hyperacanthomysis longirostris,,2.6,,
0161,EDSM,10-Sep-18,19-07-LSSC02,Delta Smelt,0110,Unid Mysids,,1.5,,
0162,EDSM,10-Sep-18,19-07-LSSC02,Delta Smelt,0111,Hyperacanthomysis longirostris,,2.6,ED,
0166,EDSM,11-Sep-18,19-07-LSSC06,Delta Smelt,0120,Hyperacanthomysis longirostris,,1.3,,
0178,EDSM,27-Sep-18,19-09-LSSC02,Delta Smelt,0132,Unid Mysids,,1.4,ED,
0182,EDSM,04-Oct-18,19-10-LSSC01,Delta Smelt,0136,Hyperacanthomysis longirostris,,1.5,,
0183,EDSM,04-Oct-18,19-10-LSSC01,Delta Smelt,0137,Unid Mysids,,2.9,ED,
0184,EDSM,04-Oct-18,19-10-LSSC01,Delta Smelt,0138,Hyperacanthomysis longirostris,,4.1,ED,
0186,EDSM,09-Oct-18,19-11-LSSC06,Delta Smelt,0140,Unid Mysids,,2.9,M,
0187,EDSM,09-Oct-18,19-11-LSSC03,Delta Smelt,0141,Corophium type,A. spinicorne,3,AL,
0187,EDSM,09-Oct-18,19-11-LSSC03,Delta Smelt,0141,Unid Mysids,,1.6,M,
0189,EDSM,17-Oct-18,19-12-LSSC03,Delta Smelt,0143,Corophium type,A. stimpsoni,1.2,,
0189,EDSM,17-Oct-18,19-12-LSSC03,Delta Smelt,0143,Unid Mysids,,4.1,M,
0196,EDSM,07-Nov-18,19-15-SM01,Delta Smelt,0191,Corophium type,C. alienense,1.3,,
0199,EDSM,09-Oct-18,19-11-LSR01,Delta Smelt,0321,Unid Amphipod,Unid amphipod,1.1,S,
0200,EDSM,09-Oct-18,19-11-LSR01,Delta Smelt,0322,Gammarus type,juvenile Gammarus,1.3,,
0201,EDSM,09-Oct-18,19-11-LSR01,Delta Smelt,0323,Corophium type,juvenile Corophium,0.9,,
0203,EDSM,29-Oct-18,19-14-LSR03,Delta Smelt,0325,Hyperacanthomysis longirostris,,1.6,,
0205,EDSM,29-Nov-18,19-18-LSR03,Delta Smelt,0395,Corophium type,juvenile Corophium,0.9,S,
0206,EDSM,29-Nov-18,19-18-LSR03,Delta Smelt,0396,Hyperacanthomysis longirostris,,1.8,,
0206,EDSM,29-Nov-18,19-18-LSR03,Delta Smelt,0396,Unid Mysids,,2.9,ED,
0209,EDSM,17-Oct-18,19-12-LSSC04,Delta Smelt,0399,Unid Mysids,,1.5,,
0209,EDSM,17-Oct-18,19-12-LSSC04,Delta Smelt,0399,Corophium type,juvenile Corophium,1.1,,
0213,EDSM,17-Oct-18,19-12-LSSC04,Delta Smelt,0403,Unid Mysids,,1.5,S,
0215,EDSM,17-Oct-18,19-12-LSSC04,Delta Smelt,0405,Unid Mysids,,1.5,S,
0221,EDSM,01-Nov-18,19-14-LSSC06,Delta Smelt,0411,Unid Mysids,,1.8,M,
0227,EDSM,17-Sep-18,19-08-LSR02,Delta Smelt,0308,Corophium type,juvenile Corophium,2.8,S,
0227,EDSM,17-Sep-18,19-08-LSR02,Delta Smelt,0308,Corophium type,juvenile Corophium,1.1,S,
0228,EDSM,17-Sep-18,19-08-LSR02,Delta Smelt,0309,Unid Mysids,,1.5,S,
0228,EDSM,17-Sep-18,19-08-LSR02,Delta Smelt,0309,Unid Mysids,,1.4,ED,
0228,EDSM,17-Sep-18,19-08-LSR02,Delta Smelt,0309,Unid Mysids,,1.6,S,
0228,EDSM,17-Sep-18,19-08-LSR02,Delta Smelt,0309,Unid Mysids,,1.6,S,
0228,EDSM,17-Sep-18,19-08-LSR02,Delta Smelt,0309,Unid Mysids,,2.9,ED,
0228,EDSM,17-Sep-18,19-08-LSR02,Delta Smelt,0309,Unid Mysids,,1.5,S,
0230,EDSM,17-Sep-18,19-08-LSR02,Delta Smelt,0311,Hyperacanthomysis longirostris,,4.1,ED,
0230,EDSM,17-Sep-18,19-08-LSR02,Delta Smelt,0311,Hyperacanthomysis longirostris,,5.2,,
0232,EDSM,17-Sep-18,19-08-LSR02,Delta Smelt,0313,Hyperacanthomysis longirostris,,1.5,,
0235,EDSM,17-Sep-18,19-08-LSR02,Delta Smelt,0316,Hyperacanthomysis longirostris,,1.5,,
0236,EDSM,17-Sep-18,19-08-LSR02,Delta Smelt,0317,Hyperacanthomysis longirostris,,1.6,S,
0237,EDSM,17-Sep-18,19-08-LSR02,Delta Smelt,0318,Hyperacanthomysis longirostris,,1.6,,
0239,EDSM,24-Sep-18,19-09-LSR02,Delta Smelt,0320,Corophium type,A. spinicorne,3.6,AL,
0239,EDSM,24-Sep-18,19-09-LSR02,Delta Smelt,0320,Corophium type,juvenile Corophium,2.8,AL,
0239,EDSM,24-Sep-18,19-09-LSR02,Delta Smelt,0320,Gammarus type,juvenile Gammarus,1,,
0240,EDSM,10-Sep-18,19-07-LSSC02,Delta Smelt,0113,Hyperacanthomysis longirostris,,1.6,,
0241,EDSM,10-Sep-18,19-07-LSSC02,Delta Smelt,0114,Hyperacanthomysis longirostris,,1.6,G,
0241,EDSM,10-Sep-18,19-07-LSSC02,Delta Smelt,0114,Hyperacanthomysis longirostris,,1.6,,
0241,EDSM,10-Sep-18,19-07-LSSC02,Delta Smelt,0114,Hyperacanthomysis longirostris,,1.6,G,
0243,EDSM,10-Sep-18,19-07-LSSC02,Delta Smelt,0116,Hyperacanthomysis longirostris,,1.6,S,
0245,EDSM,21-Aug-19,20-04-HB01,Delta Smelt,0296,Unid Mysids,,1.4,ED,
0245,EDSM,21-Aug-19,20-04-HB01,Delta Smelt,0296,Corophium type,juvenile Corophium,1,,
0245,EDSM,21-Aug-19,20-04-HB01,Delta Smelt,0296,Corophium type,juvenile Corophium,1.1,,
0245,EDSM,21-Aug-19,20-04-HB01,Delta Smelt,0296,Corophium type,juvenile Corophium,1.1,,
0245,EDSM,21-Aug-19,20-04-HB01,Delta Smelt,0296,Corophium type,juvenile Corophium,1.1,,
0245,EDSM,21-Aug-19,20-04-HB01,Delta Smelt,0296,Corophium type,juvenile Corophium,1.3,,
0245,EDSM,21-Aug-19,20-04-HB01,Delta Smelt,0296,Unid Mysids,,1.4,ED,
0245,EDSM,21-Aug-19,20-04-HB01,Delta Smelt,0296,Unid Mysids,,1.4,ED,
0245,EDSM,21-Aug-19,20-04-HB01,Delta Smelt,0296,Unid Mysids,,4.3,ED,
0249,EDSM,16-Aug-19,20-03-LSSC02,Delta Smelt,0473,Corophium type,A. stimpsoni,4,,0.0012
0256,EDSM,06-Aug-19,20-02-SM03,Delta Smelt,0336,Palaemon,,2.5,Y,
0281,EDSM,03-Jul-19,19-49-LSSC01,Delta Smelt,0422,Unid Mysids,,2.5,S,
0281,EDSM,03-Jul-19,19-49-LSSC01,Delta Smelt,0422,Hyperacanthomysis longirostris,,2,S,
0281,EDSM,03-Jul-19,19-49-LSSC01,Delta Smelt,0422,Unid Mysids,,3,S,
0281,EDSM,03-Jul-19,19-49-LSSC01,Delta Smelt,0422,Unid Mysids,,3.2,S,
0281,EDSM,03-Jul-19,19-49-LSSC01,Delta Smelt,0422,Unid Mysids,,2.2,S,
0281,EDSM,03-Jul-19,19-49-LSSC01,Delta Smelt,0422,Hyperacanthomysis longirostris,,4.2,,0.00066
0281,EDSM,03-Jul-19,19-49-LSSC01,Delta Smelt,0422,Unid Mysids,,4.3,ED,
0281,EDSM,03-Jul-19,19-49-LSSC01,Delta Smelt,0422,Hyperacanthomysis longirostris,,4.6,,0.0011
0281,EDSM,03-Jul-19,19-49-LSSC01,Delta Smelt,0422,Hyperacanthomysis longirostris,,2.6,S,
0281,EDSM,03-Jul-19,19-49-LSSC01,Delta Smelt,0422,Hyperacanthomysis longirostris,,7.1,ED,
0281,EDSM,03-Jul-19,19-49-LSSC01,Delta Smelt,0422,Hyperacanthomysis longirostris,,4.1,ED,
0281,EDSM,03-Jul-19,19-49-LSSC01,Delta Smelt,0422,Hyperacanthomysis longirostris,,4.9,,0.00109
0287,EDSM,03-Jul-19,19-49-LSSC01,Delta Smelt,0428,Unid Mysids,,1.4,ED,
0288,EDSM,03-Jul-19,19-49-LSSC01,Delta Smelt,0429,Unid fish,,13,G,
0295,EDSM,03-Jul-19,19-49-LSSC01,Delta Smelt,0436,Hyperacanthomysis longirostris,,2.5,,
0295,EDSM,03-Jul-19,19-49-LSSC01,Delta Smelt,0436,Hyperacanthomysis longirostris,,4.1,ED,
0295,EDSM,03-Jul-19,19-49-LSSC01,Delta Smelt,0436,Hyperacanthomysis longirostris,,2.5,G,
0295,EDSM,03-Jul-19,19-49-LSSC01,Delta Smelt,0436,Hyperacanthomysis longirostris,,3.2,,
0295,EDSM,03-Jul-19,19-49-LSSC01,Delta Smelt,0436,Hyperacanthomysis longirostris,,2.5,G,
0295,EDSM,03-Jul-19,19-49-LSSC01,Delta Smelt,0436,Hyperacanthomysis longirostris,,2,,
0295,EDSM,03-Jul-19,19-49-LSSC01,Delta Smelt,0436,Hyperacanthomysis longirostris,,3,,
0295,EDSM,03-Jul-19,19-49-LSSC01,Delta Smelt,0436,Hyperacanthomysis longirostris,,2.2,,
0295,EDSM,03-Jul-19,19-49-LSSC01,Delta Smelt,0436,Unid Mysids,,5.7,ED,
0295,EDSM,03-Jul-19,19-49-LSSC01,Delta Smelt,0436,Hyperacanthomysis longirostris,,2.5,G,
0305,EDSM,03-Jul-19,19-49-LSSC02,Delta Smelt,0448,Hyperacanthomysis longirostris,,1.4,,
0305,EDSM,03-Jul-19,19-49-LSSC02,Delta Smelt,0448,Hyperacanthomysis longirostris,,1.8,,
0305,EDSM,03-Jul-19,19-49-LSSC02,Delta Smelt,0448,Hyperacanthomysis longirostris,,1.5,,
0305,EDSM,03-Jul-19,19-49-LSSC02,Delta Smelt,0448,Unid Mysids,,1.5,,
0310,EDSM,03-Jul-19,19-49-LSSC02,Delta Smelt,0453,Hyperacanthomysis longirostris,,1.5,,
0310,EDSM,03-Jul-19,19-49-LSSC02,Delta Smelt,0453,Hyperacanthomysis longirostris,,1.8,,
0312,EDSM,03-Jul-19,19-49-LSSC02,Delta Smelt,0455,Hyperacanthomysis longirostris,,1,ED,
0312,EDSM,03-Jul-19,19-49-LSSC02,Delta Smelt,0455,Unid Mysids,,1,S,
0314,EDSM,03-Jul-19,19-49-LSSC02,Delta Smelt,0459,Unid Mysids,,1.4,ED,
0316,EDSM,24-Jul-19,19-52-LSSC03,Delta Smelt,0461,Hyperacanthomysis longirostris,,1.9,M,
0316,EDSM,24-Jul-19,19-52-LSSC03,Delta Smelt,0461,Corophium type,A. spinicorne,2.5,AL,
0317,EDSM,24-Jul-19,19-52-LSSC03,Delta Smelt,0462,Hyperacanthomysis longirostris,,2.6,ED,
0319,EDSM,25-Jul-19,19-52-LSSC02,Delta Smelt,0465,Corophium type,juvenile Corophium,1.1,,
0322,EDSM,24-Jul-19,19-52-LSSC03,Delta Smelt,0549,Corophium type,A. spinicorne,2.8,AL,
0326,EDSM,15-Jul-19,19-51-LSSC02,Delta Smelt,0553,Corophium type,juvenile Corophium,1.1,S,
0327,EDSM,09-Jul-19,19-50-LSSC05,Delta Smelt,0554,Hyperacanthomysis longirostris,,2,G,
0327,EDSM,09-Jul-19,19-50-LSSC05,Delta Smelt,0554,Hyperacanthomysis longirostris,,1.6,G,
0327,EDSM,09-Jul-19,19-50-LSSC05,Delta Smelt,0554,Hyperacanthomysis longirostris,,1.6,,
0327,EDSM,09-Jul-19,19-50-LSSC05,Delta Smelt,0554,Hyperacanthomysis longirostris,,2,,
0327,EDSM,09-Jul-19,19-50-LSSC05,Delta Smelt,0554,Hyperacanthomysis longirostris,,1.6,,
0334,EDSM,08-Jul-19,19-50-LSSC02,Delta Smelt,0561,Corophium type,juvenile Corophium,4,S,
0342,EDSM,13-Sep-19,20-07-SBM01,Delta Smelt,0201,Corophium type,juvenile Corophium,1.5,S,
0342,EDSM,13-Sep-19,20-07-SBM01,Delta Smelt,0201,Unid Mysids,,1.5,G,
0342,EDSM,13-Sep-19,20-07-SBM01,Delta Smelt,0201,Corophium type,juvenile Corophium,2,,
0342,EDSM,13-Sep-19,20-07-SBM01,Delta Smelt,0201,Unid Mysids,,1.5,,
0342,EDSM,13-Sep-19,20-07-SBM01,Delta Smelt,0201,Unid Mysids,,1.5,G,
0342,EDSM,13-Sep-19,20-07-SBM01,Delta Smelt,0201,Corophium type,juvenile Corophium,1,,
0342,EDSM,13-Sep-19,20-07-SBM01,Delta Smelt,0201,Unid Mysids,,1.5,,
0344,EDSM,17-Sep-19,20-08-CF01,Delta Smelt,0203,Hyperacanthomysis longirostris,,1,ED,
0344,EDSM,17-Sep-19,20-08-CF01,Delta Smelt,0203,Hyperacanthomysis longirostris,,1,ED,
0344,EDSM,17-Sep-19,20-08-CF01,Delta Smelt,0203,Corophium type,juvenile Corophium,2,M,
0344,EDSM,17-Sep-19,20-08-CF01,Delta Smelt,0203,Corophium type,juvenile Corophium,1,M,
0347,EDSM,28-Oct-19,20-14-LSR01,Delta Smelt,0206,Unid Amphipod,,1.5,Y,
0348,EDSM,22-Oct-19,20-13-HB01,Delta Smelt,0339,Unid Mysids,,2.9,ED,
0349,EDSM,08-Jul-19,19-50-LSSC02,Delta Smelt,0340,Hyperacanthomysis longirostris,,1.6,U,
0350,EDSM,09-Jul-19,19-50-LSSC05,Delta Smelt,0341,Unid Mysids,,1.6,U,
0350,EDSM,09-Jul-19,19-50-LSSC05,Delta Smelt,0341,Unid Mysids,,1.4,ED,
0350,EDSM,09-Jul-19,19-50-LSSC05,Delta Smelt,0341,Unid Mysids,,1.4,ED,
0350,EDSM,09-Jul-19,19-50-LSSC05,Delta Smelt,0341,Unid Mysids,,2,U,
0350,EDSM,09-Jul-19,19-50-LSSC05,Delta Smelt,0341,Unid Mysids,,1.6,U,
0353,EDSM,10-Sep-19,20-07-LSSC03,Delta Smelt,0475,Hyperacanthomysis longirostris,,2,,
0355,EDSM,15-Oct-19,20-12-LSSC01,Delta Smelt,0577,Hyperacanthomysis longirostris,,1.9,Y,
0355,EDSM,15-Oct-19,20-12-LSSC01,Delta Smelt,0577,Unid Mysids,,5.7,ED,
0395,ELS,21-May-19,19-43-SC05,Delta Smelt,L1236,Tridentiger spp.,,2.6,,
0403,ELS,05-Jun-19,19-45-LSSC05,Delta Smelt,L2256,Hyperacanthomysis longirostris,,2.6,ED,
0403,ELS,05-Jun-19,19-45-LSSC05,Delta Smelt,L2256,Hyperacanthomysis longirostris,,1,ED,
0403,ELS,05-Jun-19,19-45-LSSC05,Delta Smelt,L2256,Hyperacanthomysis longirostris,,1,ED,
0423,EDSM,08-Jul-20,20-50-LSR01,Delta Smelt,0222,Hyperacanthomysis longirostris,,2,,
0426,EDSM,06-Jul-20,20-50-LSSC01,Delta Smelt,0225,Corophium type,juvenile Corophium,1.8,,
0427,EDSM,06-Jul-20,20-50-LSSC02,Delta Smelt,0226,Unid Amphipod,Unid amphipod,1,,
0427,EDSM,06-Jul-20,20-50-LSSC02,Delta Smelt,0226,Corophium type,juvenile Corophium,2,,
0428,EDSM,07-Jul-20,20-50-LSSC05,Delta Smelt,0227,Hyperacanthomysis longirostris,,5.5,,
0437,EDSM,21-Jul-20,20-52-GB01,Delta Smelt,0479,Unid Mysids,,1.4,ED,
0439,EDSM,06-Jul-20,20-50-LSSC02,Delta Smelt,0481,Unid Amphipod,Unid amphipod,1,S,
0441,EDSM,11-Aug-20,21-03-GB01,Delta Smelt,0484,Hyperacanthomysis longirostris,,1.5,G,
0441,EDSM,11-Aug-20,21-03-GB01,Delta Smelt,0484,Hyperacanthomysis longirostris,,1.5,,
0442,EDSM,02-Jun-20,20-45-SM07,Delta Smelt,0485,Unid Amphipod,Unid amphipod,1,Y,
0447,EDSM,04-May-21,21-41-LSSC07,Delta Smelt,L0372,Unid Mysids,,,,
0447,EDSM,04-May-21,21-41-LSSC07,Delta Smelt,L0372,Unid Mysids,,,,
0456,EDSM,17-Dec-21,22-20-RV05,Delta Smelt,S105,Gammarus type,Crangonyx sp.,3,,0.00059
0456,EDSM,17-Dec-21,22-20-RV05,Delta Smelt,S105,Gammarus type,Hyalella sp.,2.6,,0.00059
0456,EDSM,17-Dec-21,22-20-RV05,Delta Smelt,S105,Gammarus type,Crangonyx sp.,4.1,,0.00107
0456,EDSM,17-Dec-21,22-20-RV05,Delta Smelt,S105,Gammarus type,G. daiberi,4.6,,0.00124
0456,EDSM,17-Dec-21,22-20-RV05,Delta Smelt,S105,Gammarus type,Crangonyx sp.,4.1,,0.00086
0456,EDSM,17-Dec-21,22-20-RV05,Delta Smelt,S105,Corophium type,,3.1,,0.00053
0457,EDSM,17-Dec-21,22-20-RV02,Delta Smelt,S106,Gammarus type,Crangonyx sp.,,,
0461,EDSM,28-Dec-21,22-22-RV02,Delta Smelt,S111,Gammarus type,Hyalella sp.,3,,
0463,EDSM,28-Dec-21,22-22-RV03,Delta Smelt,S112,Gammarus type,Hyalella sp.,1.8,,
0463,EDSM,28-Dec-21,22-22-RV03,Delta Smelt,S112,Gammarus type,Hyalella sp.,2.8,,
0463,EDSM,28-Dec-21,22-22-RV03,Delta Smelt,S112,Corophium type,A. spinicorne,3,,0.0003
0463,EDSM,28-Dec-21,22-22-RV03,Delta Smelt,S112,Corophium type,A. spinicorne,3.3,,
0463,EDSM,28-Dec-21,22-22-RV03,Delta Smelt,S112,Gammarus type,Hyalella sp.,3,,0.00042
0464,EDSM,12-Jan-22,22-24-LSSC03,Delta Smelt,S114,Gammarus type,Hyalella sp.,1.8,,
0464,EDSM,12-Jan-22,22-24-LSSC03,Delta Smelt,S114,Gammarus type,Hyalella sp.,2.7,,
0464,EDSM,12-Jan-22,22-24-LSSC03,Delta Smelt,S114,Gammarus type,Hyalella sp.,3.2,,0.00033
0464,EDSM,12-Jan-22,22-24-LSSC03,Delta Smelt,S114,Gammarus type,Hyalella sp.,1.9,,
